level,word,pinyin,english
6,补习,bǔxí,to take extra lessons in a cram school or with a private tutor
6,布,bù,cloth; fabric; to spread; to disseminate; to announce
6,不安,bù’ān,unpeaceful; unstable; uneasy; disturbed; restless; worried
6,不成,bùchéng,won't do; unable to; (at the end of a rhetorical question) can that be?
6,不得,bùdé,must not; cannot; must not have done
6,部队,bùduì,army; armed forces; troops; force; unit
6,不禁,bùjīn,can't help; can't refrain from
6,不时,bùshí,from time to time; now and then; occasionally; frequently
6,不宜,bùyí,not suitable; inadvisable; inappropriate
6,不已,bùyǐ,endlessly; incessantly
6,布置,bùzhì,to put in order; to arrange; to decorate; to fix up; to deploy
6,不止,bùzhǐ,incessantly; without end; more than; not limited to
6,步骤,bùzhòu,procedure; step
6,猜测,cāicè,to guess; to conjecture; to surmise
6,财产,cáichǎn,property; assets; estate
6,财富,cáifù,wealth; riches
6,才华,cáihuá,talent
6,才能,cáinéng,talent; ability; capacity
6,财物,cáiwù,property; belongings
6,材质,cáizhì,material
6,踩,cǎi,to step on; to tread on; to stamp
6,采购,cǎigòu,to procure (for an enterprise etc); to purchase
6,彩虹,cǎihóng,rainbow
6,采集,cǎijí,to gather; to collect; to harvest
6,采纳,cǎinà,to accept; to adopt
6,参展,cānzhǎn,to exhibit at or take part in a trade show etc
6,残疾,cánjí,disabled; handicapped; deformity on a person or animal
6,仓库,cāngkù,depot; storehouse; warehouse
6,草原,cǎoyuán,grassland; prairie
6,侧,cè,the side; to incline towards; to lean; inclined; lateral; side
6,策划,cèhuà,to plot; to scheme; to bring about; to engineer; planning; producer; planner
6,测量,cèliáng,survey; to measure; to gauge; to determine
6,层次,céngcì,layer; level; gradation; arrangement of ideas; (a person's) standing
6,层面,céngmiàn,"aspect; facet; level (political, psychological, spiritual etc); (geology) bedding plane"
6,叉,chā,"fork; pitchfork; prong; pick; cross; intersect; ""X"""
6,差异,chāyì,difference; variation; disparity
6,插座,chāzuò,socket; outlet
6,拆除,chāichú,to tear down; to demolish; to dismantle; to remove
6,产出,chǎnchū,output; yield
6,产地,chǎndì,source (of a product); place of origin; manufacturing location
6,肠,cháng,intestine
6,长短,chángduǎn,length; accident; mishap; right and wrong; good and bad; merits and demerits
6,长寿,chángshòu,"Changshou suburban district of Chongqing municipality, formerly in Sichuan; longevity; long-lived"
6,常温,chángwēn,room temperature; ordinary temperatures
6,场次,chǎngcì,number of times (a show/game etc is staged)
6,场地,chǎngdì,space; site; place; sports pitch
6,场馆,chǎngguǎn,sporting venue; arena
6,场合,chǎnghé,situation; occasion; context; setting; location; venue
6,厂家,chǎngjiā,factory; manufacturer; (coll.) a factory owner; the factory management
6,场景,chǎngjǐng,scene; scenario; situation; setting
6,场面,chǎngmiàn,scene; spectacle; occasion; situation
6,厂商,chǎngshāng,manufacturer; producer
6,畅销,chàngxiāo,to sell well; bestselling; chart-topping
6,抄,chāo,to make a copy; to plagiarize; to search and seize; to raid; to grab; to go off with; to take a shortcut; to make a turning move; to fold one's arms
6,超越,chāoyuè,to surpass; to exceed
6,朝代,cháodài,dynasty; reign (of a king)
6,潮流,cháoliú,tide; current; trend
6,潮湿,cháoshī,damp; moist
6,嘲笑,cháoxiào,to jeer at; to deride; to ridicule; mockery; derision
6,吵架,chǎojià,to quarrel; to have a row; quarrel
6,撤回,chèhuí,withdraw; to revoke
6,撤销,chèxiāo,to repeal; to revoke; (computing) to undo
6,沉重,chénzhòng,heavy; hard; serious; critical
6,趁,chèn,to avail oneself of; to take advantage of; old variant of 趁
6,撑,chēng,to support; to prop up; to push or move with a pole; to maintain; to open or unfurl; to fill to bursting point; brace; stay; support
6,称号,chēnghào,name; term of address; title
6,称呼,chēnghu,to call; to address as; form of address; appellation
6,称作,chēngzuò,to be called; to be known as
6,成,chéng,surname Cheng; to succeed; to finish; to complete; to accomplish; to become; to turn into; to be all right; OK!; one tenth
6,乘,chéng,surname Cheng; to ride; to mount; to make use of; to avail oneself of; to take advantage of; to multiply (math.); Buddhist sect or creed; old variant of 乘
6,承办,chéngbàn,to undertake; to accept a contract
6,成交,chéngjiāo,to complete a contract; to reach a deal
6,承诺,chéngnuò,to promise; to undertake to do something; commitment
6,成效,chéngxiào,effect; result
6,城镇,chéngzhèn,town; cities and towns
6,持久,chíjiǔ,lasting; enduring; persistent; permanent; protracted; endurance; persistence; to last long
6,持有,chíyǒu,"to hold (passport, views etc)"
6,尺,chǐ,a Chinese foot; one-third of a meter; a ruler; a tape-measure; one of the three acupoints for measuring pulse in Chinese medicine
6,尺寸,chǐcùn,size; dimensions; measurements (esp. of clothes); (coll.) propriety
6,冲动,chōngdòng,to have an urge; to be impetuous; impulse; urge
6,冲击,chōngjī,variant of 冲击; to attack; to batter; (of waves) to pound against; shock; impact
6,充实,chōngshí,rich; full; substantial; to enrich; to augment; to substantiate (an argument)
6,冲突,chōngtū,conflict; to conflict; clash of opposing forces; collision (of interests); contention
6,崇拜,chóngbài,to worship; adoration
6,冲,chòng,powerful; vigorous; pungent; towards; in view of
6,抽奖,chōujiǎng,to draw a prize; a lottery; a raffle
6,抽象,chōuxiàng,abstract
6,愁,chóu,to worry about
6,筹备,chóubèi,preparations; to get ready for sth
6,初步,chūbù,initial; preliminary; tentative
6,出场,chūchǎng,(of a performer) to come onto the stage to perform; (of an athlete) to enter the arena to compete; (fig.) to enter the scene (e.g. a new product); (of an examinee etc) to leave the venue
6,出境,chūjìng,to leave a country or region; outbound (tourism)
6,出力,chūlì,to exert effort; to put one's strength into
6,出名,chūmíng,"well-known for sth; to become well known; to make one's mark; to lend one's name (to an event, endeavor etc)"
6,出入,chūrù,to go out and come in; entrance and exit; expenditure and income; discrepancy; inconsistent
6,出示,chūshì,to show; to take out and show to others; to display
6,出游,chūyóu,to go on a tour; to have an outing
6,出于,chūyú,due to; to stem from
6,除,chú,to get rid of; to remove; to exclude; to eliminate; to wipe out; to divide; except; not including
6,除非,chúfēi,"only if (..., or otherwise, ...); only when; only in the case that; unless"
6,储存,chǔcún,stockpile; to store; to stockpile; storage
6,处罚,chǔfá,to penalize; to punish
6,储蓄,chǔxù,savings
6,处处,chùchù,everywhere; in all respects
6,传承,chuánchéng,to pass on (to future generations); passed on (from former times); a continued tradition; an inheritance
6,传达,chuándá,to pass on; to convey; to relay; to transmit; transmission
6,传染,chuánrǎn,to infect; contagious
6,传染病,chuánrǎnbìng,infectious disease; contagious disease
6,传授,chuánshòu,to impart; to pass on; to teach
6,船只,chuánzhī,ship; boat; vessel
6,串,chuàn,"to string together; to skewer; to connect wrongly; to gang up; to rove; string; bunch; skewer; classifier for things that are strung together, or in a bunch, or in a row: string of, bunch of, series of; to make a swift or abrupt linear movement (like a bead on an abacus); to move across"
6,窗口,chuāngkǒu,window; opening providing restricted access (e.g. customer service window); computer operating system window; fig. medium; intermediary; showpiece; testing ground
6,闯,chuǎng,to rush; to charge; to dash; to break through; to temper oneself (through battling hardships)
6,创办,chuàngbàn,to establish; to found; to launch
6,创建,chuàngjiàn,to found; to establish
6,创立,chuànglì,to establish; to set up; to found
6,创意,chuàngyì,creative; creativity
6,垂直,chuízhí,perpendicular; vertical
6,纯,chún,pure; simple; unmixed; genuine
6,此刻,cǐkè,this moment; now; at present
6,刺,cì,thorn; sting; thrust; to prick; to pierce; to stab; to assassinate; to murder
6,次数,cìshù,number of times
6,匆匆,cōngcōng,hurriedly
6,匆忙,cōngmáng,hasty; hurried
6,从未,cóngwèi,never
6,从业,cóngyè,to practice (a trade)
6,脆,cuì,old variant of 脆; brittle; fragile; crisp; crunchy; clear and loud voice; neat
6,脆弱,cuìruò,weak; frail
6,村庄,cūnzhuāng,village; hamlet
6,存储,cúnchǔ,stockpile; to store; to stockpile; storage
6,寸,cùn,a unit of length; inch; thumb
6,挫折,cuòzhé,setback; reverse; check; defeat; frustration; disappointment; to frustrate; to discourage; to set sb back; to blunt; to subdue
6,搭,dā,"to put up; to build (scaffolding); to hang (clothes on a pole); to connect; to join; to arrange in pairs; to match; to add; to throw in (resources); to take (boat, train); variant of 褡"
6,搭配,dāpèi,to pair up; to match; to arrange in pairs; to add sth into a group
6,答复,dáfù,variant of 答复; to answer; to reply; Reply to: (in email header)
6,打动,dǎdòng,to move (to pity); arousing (sympathy); touching
6,打击,dǎjī,to hit; to strike; to attack; to shock; to disillusion; blow; attack; hit
6,打架,dǎjià,to fight; to scuffle; to come to blows
6,打雷,dǎléi,to rumble with thunder; clap of thunder
6,打造,dǎzào,to create; to build; to develop; to forge (of metal)
6,打仗,dǎzhàng,to fight a battle; to go to war
6,大臣,dàchén,high official; minister       
6,大方,dàfang,generous; magnanimous; stylish; in good taste; easy-mannered; natural and relaxed
6,大幅,dàfú,large; big
6,大伙儿,dàhuǒr,erhua variant of 大伙; everybody; everyone
6,大使,dàshǐ,ambassador; envoy
6,大师,dàshī,great master; master
6,大洋洲,Dàyángzhōu,Oceania
6,大致,dàzhì,more or less; roughly; approximately
6,呆,dāi,foolish; stupid; expressionless; blank; to stay
6,待,dài,to wait; to treat; to deal with; to need; going to (do sth); about to; intending to
6,代价,dàijià,price; cost; consideration (in share dealing)
6,代理,dàilǐ,to act on behalf of sb in a responsible position; to act as an agent or proxy; surrogate; (computing) proxy
6,带领,dàilǐng,to guide; to lead
6,单纯,dānchún,pure; simple; unmixed; genuine
6,单调,dāndiào,monotonous
6,耽误,dānwu,to delay; to hold up; to waste time; to interfere with
6,担忧,dānyōu,to worry; to be concerned
6,蛋白质,dànbáizhì,protein
6,当场,dāngchǎng,at the scene; on the spot
6,当初,dāngchū,at that time; originally
6,当代,dāngdài,the present age; the contemporary era
6,当今,dāngjīn,current; present; now; nowadays
6,当面,dāngmiàn,to sb's face; in sb's presence
6,当下,dāngxià,immediately; at once; at that moment; at the moment
6,当选,dāngxuǎn,to be elected; to be selected
6,档案,dàng’àn,file; record; archive
6,当天,dàngtiān,the same day
6,岛,dǎo,variant of 岛; island
6,倒闭,dǎobì,to go bankrupt; to close down
6,倒车,dǎochē,to switch tracks (railway)
6,导师,dǎoshī,tutor; teacher; academic advisor
6,倒是,dàoshì,contrary to what one might expect; actually; contrariwise; why don't you
6,得了,déle,all right!; that's enough!
6,得以,déyǐ,able to; so that sb can; enabling; in order to; finally in a position to; with sth in view
6,得知,dézhī,learn; to hear (of a fact); to come to know
6,灯笼,dēnglong,lantern
6,低碳,dītàn,(attributive) low-carbon; low-carb (diet)
6,抵达,dǐdá,to arrive; to reach (a destination)
6,抵抗,dǐkàng,to resist; resistance
6,地道,dìdao,authentic; genuine; proper
6,地方,dìfāng,region; regional (away from the central administration); local
6,地形,dìxíng,topography; terrain; landform
6,地域,dìyù,area; district; region
6,地质,dìzhì,geology
6,点击,diǎnjī,to click (on a hyperlink, button etc); to click; (coll.) to click on; to click on; to click on
6,典礼,diǎnlǐ,celebration; ceremony
6,典型,diǎnxíng,model; typical case; archetype; typical; representative
6,电饭锅,diànfànguō,electric rice cooker
6,电力,diànlì,electric power
6,店铺,diànpù,shop; store; business premises
6,电源,diànyuán,electric power source
6,吊,diào,to suspend; to hang up; to hang a person; a string of 100 cash (arch.); to lament; to condole with; variant of 吊
6,调动,diàodòng,to transfer; to maneuver (troops etc); movement of personnel; to mobilize; to bring into play
6,跌,diē,to fall; to tumble; to trip; (of prices etc) to drop; Taiwan pr. [dié]
6,顶,dǐng,"apex; crown of the head; top; roof; most; to carry on the head; to push to the top; to go against; to replace; to substitute; to be subjected to (an aerial bombing, hailstorm etc); (slang) to ""bump"" a forum thread to raise its profile; classifier for headwear, hats, veils etc"
6,订单,dìngdān,(purchase) order
6,订婚,dìnghūn,to get engaged
6,定价,dìngjià,to set a price; to fix a price
6,定时,dìngshí,to fix a time; fixed time; timed (of explosive etc)
6,定位,dìngwèi,to orientate; to position; to categorize (as); to characterize (as); positioning; position; niche
6,定义,dìngyì,definition; to define
6,定制,dìngzhì,customized; custom-made; to have sth custom-made; to order custom-made goods
6,栋,dòng,classifier for houses or buildings; ridgepole (old)
6,动机,dòngjī,motive; motivation
6,动力,dònglì,motive power; power; motivation; drive; impetus
6,动漫,dòngmàn,animation
6,动听,dòngtīng,pleasant to listen to
6,逗,dòu,to tease (playfully); to entice; (coll.) to joke; (coll.) funny; amusing; to stay; to sojourn; brief pause at the end of a phrase (variant of 读)
6,斗争,dòuzhēng,a struggle; fight; battle
6,都市,dūshì,city; metropolis; urban
6,毒,dú,poison; to poison; poisonous; malicious; cruel; fierce; narcotics
6,短缺,duǎnquē,shortage
6,对称,duìchèn,symmetry; symmetrical
6,对接,duìjiē,docking; to link up; to connect
6,对抗,duìkàng,to withstand; to resist; to stand off; antagonism; confrontation
6,对立,duìlì,to oppose; to set sth against; to be antagonistic to; antithetical; relative opposite; opposing; diametrical
6,对应,duìyìng,to correspond (to); to be equivalent to; to be a counterpart to
6,蹲,dūn,to crouch; to squat; to stay (somewhere)
6,顿时,dùnshí,immediately; suddenly
6,多亏,duōkuī,thanks to; luckily
6,多余,duōyú,superfluous; unnecessary; surplus
6,多元,duōyuán,poly-; multi-; multielement; multivariant; multivariate (math.)
6,夺,duó,to seize; to capture; to snatch
6,夺取,duóqǔ,to seize; to capture; to wrest control of
6,躲避,duǒbì,to hide; to evade; to dodge; to take shelter; to avoid (difficulties)
6,恶心,ěxin,variant of 恶心; nausea; to feel sick; disgust; nauseating; to embarrass (deliberately); bad habit; vicious habit; vice
6,恶劣,èliè,vile; nasty; of very poor quality
6,耳环,ěrhuán,earring
6,二氧化碳,èryǎnghuàtàn,carbon dioxide CO2
6,发病,fābìng,(of an illness) to occur; (of a person) to get sick; to fall ill; onset (of a medical condition)
6,发愁,fāchóu,to worry; to fret; to be anxious; to become sad
6,发电,fādiàn,to generate electricity; to send a telegram
6,发动,fādòng,to start; to launch; to unleash; to mobilize; to arouse
6,发放,fāfàng,to provide; to give; to grant
6,发光,fāguāng,to emit light; to shine; to glow; to glisten; to be luminous
6,发票,fāpiào,invoice; receipt or bill for purchase
6,发行,fāxíng,"to publish; to issue (stocks, currency etc); to release; to distribute (a film)"
6,发炎,fāyán,to become inflamed; inflammation
6,发育,fāyù,to develop; development; growth
6,法定,fǎdìng,legal; statutory
6,法规,fǎguī,legislation; statute
6,番,fān,"foreign (non-Chinese); barbarian; classifier for occurrences (of an event, action or speech utterance); classifier for iterations: times, -fold (as in twofold etc); classifier for situations: kind, sort"
6,繁忙,fánmáng,busy; bustling
6,凡是,fánshì,every; all
6,繁殖,fánzhí,to breed; to reproduce; to propagate
6,犯,fàn,to violate; to offend; to assault; criminal; crime; to make a mistake; recurrence (of mistake or sth bad)
6,方方面面,fāngfāngmiànmiàn,all sides; all aspects; multifaceted
6,方位,fāngwèi,direction; points of the compass; bearing; position; azimuth
6,方言,fāngyán,"the first Chinese dialect dictionary, edited by Yang Xiong 扬雄 in 1st century, containing over 9000 characters; topolect; dialect"
6,妨碍,fáng’ài,to hinder; to obstruct
6,房价,fángjià,house price; cost of housing
6,防治,fángzhì,to prevent and cure; prevention and cure
6,访谈,fǎngtán,to visit and discuss; to interview
6,放大,fàngdà,to enlarge; to magnify
6,放飞,fàngfēi,to allow to fly
6,肥,féi,fat; fertile; loose-fitting or large; to fertilize; to become rich by illegal means; fertilizer; manure
6,肥胖,féipàng,fat; obese
6,肥沃,féiwò,fertile
6,肺,fèi,lung
6,肺炎,fèiyán,pneumonia
6,分工,fēngōng,to divide up the work; division of labor
6,分级,fēnjí,to classify; classification; grading
6,分散,fēnsàn,to scatter; to disperse; to distribute
6,氛围,fēnwéi,ambience; atmosphere
6,粉,fěn,powder; cosmetic face powder; food prepared from starch; noodles or pasta made from any kind of flour; to turn to powder; (dialect) to whitewash; white; pink; (suffix) fan (abbr. for 粉丝); to be a fan of
6,愤怒,fènnù,angry; indignant; wrath; ire
6,封闭,fēngbì,to close; to seal off; to close down (an illegal venue); closed (i.e. isolated from outside input)
6,风光,fēngguāng,scene; view; sight; landscape; to be well-regarded; to be well-off; grand (dialect); impressive (dialect)
6,风力,fēnglì,wind force; wind power
6,丰收,fēngshōu,bumper harvest
6,风雨,fēngyǔ,wind and rain; the elements; (fig.) trials and hardships
6,奉献,fèngxiàn,to offer respectfully; to consecrate; to dedicate; to devote
6,夫人,fūrén,lady; madam; Mrs.
6,服,fú,clothes; to wear; to serve; to please (sb); service; to put on; to apply; to take (medicine); to bathe; (classifier) dose
6,浮,fú,to float; superficial; floating; unstable; movable; provisional; temporary; transient; impetuous; hollow; inflated; to exceed; superfluous; excessive; surplus
6,幅度,fúdù,width; extent; range; scope
6,符号,fúhào,symbol; mark; sign
6,福利,fúlì,material benefit; benefit in kind; (social) welfare
6,服用,fúyòng,to take; to use (medicine)
6,辅导,fǔdǎo,to give guidance; to mentor; to counsel; to coach; to tutor
6,覆盖,fùgài,to cover
6,附件,fùjiàn,enclosure; attachment (email); appendix
6,负面,fùmiàn,negative; the negative side
6,富裕,fùyù,"Fuyu county in Qiqihar 齐齐哈尔, Heilongjiang; prosperous; well-to-do; well-off"
6,赋予,fùyǔ,to assign; to entrust (a task); to give; to bestow
6,该,gāi,should; ought to; probably; must be; to deserve; to owe; to be sb's turn to do sth; that; the above-mentioned
6,改编,gǎibiān,to adapt; to rearrange; to revise
6,改造,gǎizào,to transform; to reform; to remodel; to remold
6,概率,gàilǜ,probability (math.)
6,肝,gān,"liver; (slang) to put in long hours, typically late into the night, playing (a video game); (of a video game) involving a lot of repetition in order to progress; grindy"
6,尴尬,gāngà,awkward; embarrassed
6,干旱,gānhàn,drought; arid; dry
6,干扰,gānrǎo,to interfere; to disturb; to harass; interference; disturbance
6,干燥,gānzào,"to dry (of weather, paint, cement etc); desiccation; dull; uninteresting; arid"
6,感激,gǎnjī,to be grateful; to appreciate; thankful
6,赶忙,gǎnmáng,to hurry; to hasten; to make haste
6,感染,gǎnrǎn,to infect; infection; (fig.) to influence
6,钢笔,gāngbǐ,fountain pen
6,港口,gǎngkǒu,port; harbor
6,岗位,gǎngwèi,a post; a job
6,高层,gāocéng,high-rise; high level; high class
6,高超,gāochāo,excellent; superlative
6,高等,gāoděng,"high-level; higher (animals, education etc); advanced (math etc)"
6,高端,gāoduān,high-end
6,高峰,gāofēng,peak; summit; height
6,高尚,gāoshàng,noble; lofty; refined; exquisite
6,高手,gāoshǒu,expert; past master; dab hand
6,高原,gāoyuán,plateau
6,稿件,gǎojiàn,piece of writing submitted for publication; manuscript; article
6,割,gē,to cut; to cut apart
6,歌唱,gēchàng,to sing
6,隔壁,gébì,next door; neighbor
6,革命,gémìng,revolution
6,个体,gètǐ,individual
6,跟随,gēnsuí,to follow
6,跟踪,gēnzōng,to follow sb's tracks; to tail; to shadow; tracking
6,公,gōng,"public; collectively owned; common; international (e.g. high seas, metric system, calendar); make public; fair; just; Duke, highest of five orders of nobility 位; honorable (gentlemen); father-in-law; male (animal)"
6,宫,gōng,surname Gong; palace; temple; castration (as corporal punishment); first note in pentatonic scale
6,公安,gōng’ān,(Ministry of) Public Security; public safety; public security
6,工地,gōngdì,construction site
6,工夫,gōngfu,"period of time (may be months, or mere seconds); spare time; skill; labor; effort"
6,公告,gōnggào,post; announcement
6,供给,gōngjǐ,to furnish; to provide; supply (as in supply and demand)
6,攻击,gōngjī,to attack; to accuse; to charge; an attack (terrorist or military)
6,公民,gōngmín,citizen
6,公认,gōngrèn,publicly known (to be); accepted (as)
6,功效,gōngxiào,efficacy; effect
6,工序,gōngxù,working procedure; process
6,公益,gōngyì,public good; public welfare; public interest
6,供应,gōngyìng,to supply; to provide; to offer
6,公元,gōngyuán,CE (Common Era); Christian Era; AD (Anno Domini)
6,公众,gōngzhòng,public
6,公主,gōngzhǔ,princess
6,巩固,gǒnggù,to consolidate; consolidation; to strengthen
6,共计,gòngjì,to sum up to; to total
6,沟,gōu,ditch; gutter; groove; gully; ravine
6,构造,gòuzào,structure; composition; tectonic (geology)
6,孤独,gūdú,lonely; solitary
6,姑姑,gūgu,paternal aunt
6,古典,gǔdiǎn,classical
6,古迹,gǔjì,places of historic interest; historical sites
6,股票,gǔpiào,share certificate; stock (finance)
6,古人,gǔrén,people of old; ancient people
6,股市,gǔshì,stock market
6,鼓舞,gǔwǔ,heartening (news); to boost (morale)
6,顾,gù,surname Gu; to look after; to take into consideration; to attend to
6,固体,gùtǐ,solid
6,顾问,gùwèn,consultant
6,故障,gùzhàng,malfunction; breakdown; defect; shortcoming; fault; failure; impediment; error; bug (in software)
6,官,guān,surname Guan; government official; governmental; official; public; organ of the body
6,关爱,guān’ài,to show concern and care for
6,官方,guānfāng,government; official (approved or issued by an authority)
6,观光,guānguāng,to tour; sightseeing; tourism
6,关怀,guānhuái,care; solicitude; to show care for; concerned about; attentive to
6,关联,guānlián,to be related; to be connected; relationship; connection
6,观赏,guānshǎng,to look at sth with pleasure; to watch (sth marvelous); ornamental
6,官员,guānyuán,official (in an organization or government); administrator
6,管道,guǎndào,tubing; pipeline; (fig.) channel; means
6,罐,guàn,can; jar; pot; variant of 罐
6,归,guī,surname Gui; to return; to go back to; to give back to; (of a responsibility) to be taken care of by; to belong to; to gather together; (used between two identical verbs) despite; to marry (of a woman) (old); division on the abacus with a one-digit divisor
6,规范,guīfàn,norm; standard; specification; regulation; rule; within the rules; to fix rules; to regulate; to specify
6,规划,guīhuà,plan; to plan
6,归还,guīhuán,to return sth; to revert
6,规矩,guīju,lit. compass and set square; fig. established standard; rule; customs; practices; fig. upright and honest; well-behaved
6,轨道,guǐdào,track (for trains etc); orbit (of a satellite); (fig.) a person's established path in life; desired trajectory (of a business or other endeavor); (audio engineering) track; (quantum mechanics) orbital
6,跪,guì,to kneel
6,棍,gùn,stick; rod; truncheon
6,国宝,guóbǎo,national treasure
6,国产,guóchǎn,domestically produced
6,国歌,guógē,national anthem
6,国旗,guóqí,flag (of a country)
6,国情,guóqíng,the characteristics and circumstances particular to a country; current state of a country
6,国王,guówáng,king
6,过渡,guòdù,to cross over (by ferry); transition; interim; caretaker (administration)
6,过后,guòhòu,after the event
6,过时,guòshí,old-fashioned; out of date; to be later than the time stipulated or agreed upon
6,海岸,hǎi’àn,coastline
6,海拔,hǎibá,height above sea level; elevation
6,海域,hǎiyù,sea area; territorial waters; maritime space
6,害,hài,to do harm to; to cause trouble to; harm; evil; calamity
6,寒冬,hándōng,cold winter
6,含义,hányì,meaning
6,罕见,hǎnjiàn,rare; rarely seen
6,毫不,háo bù,hardly; not in the least; not at all
6,毫无,háo wú,not in the least; to completely lack
6,毫米,háomǐ,millimeter
6,毫升,háoshēng,milliliter
6,好不,hǎobù,very; extremely
6,好感,hǎogǎn,good opinion; favorable impression
6,好容易,hǎoróngyì,"(idiomatic usage) with great difficulty; to have a hard time (convincing sb, relinquishing sth etc); (literal usage) so easy"
6,好客,hàokè,hospitality; to treat guests well; to enjoy having guests; hospitable; friendly
6,好学,hàoxué,eager to study; studious; erudite
6,号召,hàozhào,to call; to appeal
6,合成,héchéng,to compose; to constitute; compound; synthesis; mixture; synthetic
6,和平,hépíng,"Heping District of Shenyang city 沈阳市, Liaoning; Heping or Hoping Township in Taichung County 台中县, Taiwan; peace; peaceful"
6,和谐,héxié,harmony; harmonious
6,核心,héxīn,core; nucleus
6,嘿,hēi,hey
6,黑暗,hēi’àn,dark; darkly; darkness
6,痕迹,hénjì,vestige; mark; trace
6,恨,hèn,to hate; to regret
6,横,héng,"horizontal; across; crosswise; horizontal stroke (in Chinese characters); to place (sth) flat (on a surface); to cross (a river, etc); in a jumble; chaotic; (in fixed expressions) harsh and unreasonable; violent"
6,衡量,héngliáng,to weigh; to examine; to consider
6,宏大,hóngdà,great; grand
6,洪水,hóngshuǐ,deluge; flood
6,后代,hòudài,descendant; progeny; posterity; later ages; later generations
6,后期,hòuqī,late stage; later period
6,后人,hòurén,later generation
6,后退,hòutuì,to recoil; to draw back; to fall back; to retreat
6,后者,hòuzhě,the latter
6,壶,hú,pot; kettle; jug; bottle; vase; pitcher; classifier for bottled drinks; (surname) Hu
6,胡子,húzi,beard; mustache or whiskers; facial hair; (coll.) bandit
6,互助,hùzhù,"Huzhu Tuzu autonomous county in Haidong prefecture 海东地区, Qinghai; to help each other"
6,花朵,huāduǒ,flower
